Make,Model,Number.of.Engines,Injury.Severity,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,RiskScore
CESSNA,A185F,1.0,Minor,0.0,1.0,0.0,0.0,5.0
BEECH,95-B55 (T42A),2.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
PIPER,PA-18-150,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
HILLER,UH-12E,1.0,Serious,0.0,0.0,1.0,0.0,2.0
CESSNA,182D,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
HILLER,UH-12E,1.0,Serious,0.0,0.0,1.0,0.0,2.0
PIPER,PA-32R-301T,1.0,Non-Fatal,0.0,0.0,0.0,5.0,0.0
CESSNA,172B,1.0,Minor,0.0,1.0,0.0,1.0,5.0
BOEING,737-924ER,2.0,Unavailable,0.0,0.0,0.0,0.0,0.0
CESSNA,T210R,1.0,Non-Fatal,0.0,0.0,0.0,4.0,0.0
CESSNA,172M,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
GEIST DONALD R,KOLB FIRESTAR II,1.0,Fatal,1.0,0.0,0.0,0.0,10.0
AIR TRACTOR INC,AT-502B,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
CESSNA,172M,1.0,Serious,0.0,0.0,2.0,0.0,4.0
CESSNA,172P,1.0,Non-Fatal,0.0,0.0,0.0,3.0,0.0
DUFFY RUSSELL A,SLINGSHOT,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
PIPER,PA-18-150,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
AIRBUS,A320,2.0,Unavailable,0.0,0.0,0.0,0.0,0.0
ARION,LIGHTNING,1.0,Serious,0.0,0.0,1.0,0.0,2.0
AIR TRACTOR INC,AT-502B,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
MOONEY,M20C,1.0,Serious,0.0,0.0,1.0,0.0,2.0
BELLANCA,7GCBC,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
MOONEY,M20F,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
SCHLEICHER,ASW-19B,0.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
SCHWEIZER,SGS 2-33A,0.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
PIPER,PA-22-150,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
BEECH,400A,2.0,Unavailable,0.0,0.0,0.0,0.0,0.0
AIR TRACTOR INC,AT-502B,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
PIPER,PA-24-260,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
ZENITH,ZODIAC 650B,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
PIPER/CUB CRAFTERS,PA-18-150,1.0,Minor,0.0,1.0,0.0,0.0,5.0
CHAMPION,7EC,1.0,Fatal,1.0,0.0,0.0,0.0,10.0
PIPER,PA-31-325,2.0,Fatal,2.0,0.0,0.0,0.0,20.0
PIPER,PA-28-161,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
CESSNA,152,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
CESSNA,150F,1.0,Minor,0.0,1.0,0.0,0.0,5.0
PIPER AIRCRAFT CORPORATION,PA-60-601P,2.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
CESSNA,208B,1.0,Minor,0.0,1.0,0.0,0.0,5.0
CESSNA,182P,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
FLIGHTSTAR INC,FLIGHTSTAR II SC,1.0,Serious,0.0,1.0,1.0,0.0,7.0
CESSNA,P210N,1.0,Fatal,2.0,0.0,0.0,0.0,20.0
CESSNA,P337H,2.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
CESSNA,210,1.0,Non-Fatal,0.0,0.0,0.0,4.0,0.0
CESSNA,210C,1.0,Fatal,2.0,0.0,0.0,0.0,20.0
CESSNA,T210F,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
PIPER,PA-28-161,1.0,Minor,0.0,1.0,0.0,0.0,5.0
CESSNA,150G,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
CESSNA,305A,1.0,Minor,0.0,1.0,0.0,0.0,5.0
DEHAVILLAND,BEAVER DHC-2 MK.1,1.0,Non-Fatal,0.0,0.0,0.0,4.0,0.0
TAYLORCRAFT AVIATION CORP,F19,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
PIPER,PA-18-150,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
RAYTHEON AIRCRAFT COMPANY,400A,2.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
TAYLORCRAFT AVIATION CORP.,F21,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
PIPER,PA-12,1.0,Fatal,1.0,0.0,0.0,0.0,10.0
STUCKY STEVEN D,RV-7,1.0,Fatal,1.0,0.0,0.0,0.0,10.0
AERONCA,7BCM,1.0,Fatal,1.0,0.0,0.0,0.0,10.0
ALLAN G PIXLEY,THATCHER CX4,1.0,Serious,0.0,0.0,1.0,0.0,2.0
CESSNA,421B,2.0,Minor,0.0,1.0,0.0,4.0,5.0
VICKERS-SLINGSBY,T65A,0.0,Minor,0.0,1.0,0.0,0.0,5.0
MXR TECHNOLOGIES INC,MXS,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
EASTER WILLIAM C,M-1,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
BELL,UH-1H,1.0,Fatal,4.0,0.0,0.0,0.0,40.0
CESSNA,T337G,2.0,Fatal,4.0,0.0,0.0,0.0,40.0
PIPER,PA 46-350P,1.0,Fatal,4.0,0.0,0.0,0.0,40.0
CESSNA,172N,1.0,Fatal,4.0,0.0,0.0,0.0,40.0
EVOLUTION AIRCRAFT INC,REVOLT,1.0,Fatal,2.0,0.0,0.0,0.0,20.0
SOCATA,TB21,1.0,Minor,0.0,0.0,0.0,2.0,0.0
CESSNA,172P,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
CESSNA,150,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
ROBINSON HELICOPTER,R22 BETA,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
BELLANCA,7KCAB,1.0,Minor,0.0,1.0,0.0,0.0,5.0
KNIGHT,AA Nieuport 28,1.0,Fatal,1.0,0.0,0.0,0.0,10.0
JUST,HIGHLANDER,1.0,Fatal,2.0,0.0,0.0,0.0,20.0
UNITED CONSULTANTS,UC-1,2.0,Fatal,2.0,0.0,0.0,0.0,20.0
AERO COMMANDER,112,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
BELL,206B,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
VANS,RV10,1.0,Serious,0.0,0.0,1.0,0.0,2.0
AEROSPATIALE,SA342J,1.0,Minor,0.0,2.0,0.0,0.0,10.0
HELICOPTERES GUIMBAL,CABRI G2,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
CESSNA,172M,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
BELL,206L-3,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
MAULE,M-5-235C,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
ZENITH,STOL CH701,1.0,Serious,0.0,0.0,2.0,0.0,4.0
CHAMPION,7KCAB,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
EUROCOPTER DEUTSCHLAND GMBH,EC 135,2.0,Non-Fatal,0.0,0.0,0.0,3.0,0.0
BEECH,N35,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Columbia Helicopters,CH-47D,2.0,Fatal,2.0,0.0,0.0,0.0,20.0
AERONCA,7AC,1.0,Minor,0.0,2.0,0.0,0.0,10.0
BELL,206B,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
AIR TRACTOR INC,AT-502,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
BEECH,E33A,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
AYRES CORPORATION,S2R-T65,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
PIPER,PA-28-235,1.0,Fatal,2.0,0.0,0.0,0.0,20.0
ROBINSON HELICOPTER COMPANY,R44 II,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Van's Aircraft,RV-10,1.0,Non-Fatal,0.0,0.0,0.0,3.0,0.0
CESSNA,180J,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
PIPER,J3C-65,1.0,Serious,0.0,0.0,1.0,0.0,2.0
VULCANAIR,V1,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
PIPER,PA-28-181,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
PIPER,PA-12,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
BEECH,A35,1.0,Fatal,1.0,0.0,1.0,0.0,12.0
NORTH AMERICAN,T-28B,1.0,Fatal,1.0,1.0,0.0,0.0,15.0
WHITTEN ROBINSON,AVENTURA II,1.0,Serious,0.0,0.0,1.0,0.0,2.0
STINSON,108,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
CESSNA,T210L,1.0,Fatal,1.0,0.0,1.0,0.0,12.0
AYRES CORPORATION,S2R-T34,1.0,Fatal,1.0,0.0,0.0,0.0,10.0
WACO CLASSIC AIRCRAFT,YMF-F5C,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
MILLER-THORP,T-18 TIGER,1.0,Minor,0.0,1.0,0.0,1.0,5.0
SCHWEIZER,SGS 2-33,0.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
PIPER,PA-32-301,1.0,Serious,0.0,0.0,1.0,0.0,2.0
CESSNA,L-19E,1.0,Minor,0.0,1.0,0.0,0.0,5.0
BEECH,A36,1.0,Serious,0.0,0.0,3.0,0.0,6.0
CESSNA,T310R,2.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
HOLLAND MIKE,RV9A,1.0,Fatal,2.0,0.0,0.0,0.0,20.0
ROBINSON HELICOPTER COMPANY,R44 II,1.0,Minor,0.0,1.0,0.0,1.0,5.0
WEATHERLY AVIATION CO INC,620A,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
AIRBUS,A320-214,2.0,Non-Fatal,0.0,0.0,0.0,178.0,0.0
EVOLUTION AIRCRAFT INC,REVOLT,1.0,Serious,0.0,0.0,1.0,0.0,2.0
EUROCOPTER,AS365,2.0,Minor,0.0,3.0,0.0,0.0,15.0
Air Tractor Inc.,AT-802A,1.0,Fatal,1.0,0.0,1.0,0.0,12.0
Air Tractor Inc.,AT-802,1.0,Fatal,1.0,0.0,1.0,0.0,12.0
MAULE,M-4-210,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
SCHWEIZER AIRCRAFT CORP,G-164B,1.0,Minor,0.0,1.0,0.0,0.0,5.0
DE HAVILLAND,DHC2,1.0,Serious,0.0,4.0,2.0,1.0,24.0
ROBINSON HELICOPTER COMPANY,R22 MARINER,1.0,Minor,0.0,1.0,0.0,1.0,5.0
GARLICK,OH-58A+,1.0,Minor,0.0,1.0,0.0,0.0,5.0
BOMBARDIER INC,BD-100-1A10,2.0,Serious,0.0,0.0,1.0,2.0,2.0
5 RIVERS LLC,SQ-2,1.0,Serious,0.0,0.0,1.0,1.0,2.0
CESSNA,172K,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
PIPER,PA-28-181,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
PIPER,PA-18-150,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
MOONEY,M20C,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
BEECH,C23,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
CONSOLIDATED AERONAUTICS INC.,LAKE LA-4-200,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
PIPER,PA-32RT-300T,1.0,Serious,0.0,0.0,1.0,0.0,2.0
ROBINSON HELICOPTER COMPANY,R44 II,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
HOLLIER B C,VANS RV-8,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
MESCHLER GARY R,RV-4,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
PIPER,PA-18-150,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
CESSNA,207,1.0,Non-Fatal,0.0,0.0,0.0,3.0,0.0
DEHAVILLAND,DHC-3,1.0,Non-Fatal,0.0,0.0,0.0,9.0,0.0
EUROCOPTER,AS350,1.0,Serious,0.0,1.0,2.0,0.0,9.0
PIPER,J3C-65,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
C A S A,212,2.0,Fatal,1.0,0.0,0.0,1.0,10.0
SONEX AIRCRAFT,SONEX,1.0,Serious,0.0,0.0,1.0,0.0,2.0
CESSNA,170B,1.0,Non-Fatal,0.0,0.0,0.0,3.0,0.0
ICP SRL,SAVANNAH S,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
HARVEY J BROCK,TANGO 2,1.0,Fatal,2.0,0.0,0.0,0.0,20.0
AIR TRACTOR INC,AT-502A,1.0,Fatal,1.0,0.0,0.0,0.0,10.0
LUSCOMBE,8A,1.0,Serious,0.0,0.0,1.0,0.0,2.0
TEXTRON AVIATION INC,G36,1.0,Serious,0.0,0.0,1.0,0.0,2.0
CESSNA,177RG,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
CESSNA,150E,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
ARBC INC DBA LINDSTRAND,150A,0.0,Serious,0.0,1.0,3.0,0.0,11.0
STINSON,108-1,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
CESSNA,120,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
CESSNA,172N,1.0,Minor,0.0,2.0,0.0,0.0,10.0
Beechcraft,35,1.0,Non-Fatal,0.0,0.0,0.0,0.0,0.0
ROBINSON HELICOPTER COMPANY,R44 II,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
CESSNA,182E,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
BEECH,35,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
BELL HELICOPTER TEXTRON,206B,1.0,Minor,0.0,1.0,0.0,0.0,5.0
AIR TRACTOR INC,AT-502,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
AIR TRACTOR INC,AT-301,1.0,Minor,0.0,1.0,0.0,0.0,5.0
AIR TRACTOR INC,AT-502,1.0,Fatal,1.0,0.0,0.0,0.0,10.0
SMITH,AEROSTAR 600,2.0,Fatal,2.0,0.0,0.0,0.0,20.0
PIPER,PA31,2.0,Non-Fatal,0.0,0.0,0.0,8.0,0.0
CIRRUS DESIGN CORP,SR20,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
AIR TRACTOR INC,AT-502B,1.0,Minor,0.0,1.0,0.0,0.0,5.0
PIPER,J3C-65,1.0,Fatal,1.0,0.0,1.0,0.0,12.0
AERONCA,7BCM,1.0,Minor,0.0,1.0,0.0,1.0,5.0
EADS SOCATA,TBM 700,1.0,Non-Fatal,0.0,0.0,0.0,3.0,0.0
C M STUHRENBERG/P C POLETE,VANS RV-10,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
ROBINSON HELICOPTER,R44,1.0,Serious,0.0,0.0,1.0,2.0,2.0
DEHAVILLAND,BEAVER U-6A,1.0,Non-Fatal,0.0,0.0,0.0,7.0,0.0
AIRBUS HELICOPTERS INC,AS350B3,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
CESSNA,182C,1.0,Minor,0.0,1.0,0.0,0.0,5.0
ULTRAMAGIC SA,M56C,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
CESSNA,182P,1.0,Minor,0.0,1.0,0.0,0.0,5.0
CESSNA,180C,1.0,Non-Fatal,0.0,0.0,0.0,3.0,0.0
SCHWEIZER,SGS 2-33A,0.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
ROBINSON HELICOPTER COMPANY,R44 II,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
CESSNA,182Q,1.0,Non-Fatal,0.0,0.0,0.0,3.0,0.0
PIPER,PA-28-160,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
PIPER,PA-28-140,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
CESSNA,182B,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
AEROTEK,PITTS SPECIAL S-1S,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
WACO,UPF-7,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
BURKHART GROB FLUGZEUGBAU,G102 CLUB ASTIR IIIB,0.0,Serious,0.0,0.0,1.0,0.0,2.0
Diamond Aircraft,DA-40,1.0,Fatal,1.0,0.0,0.0,2.0,10.0
SCHLEICHER,ASW-20B,0.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
CESSNA,150H,1.0,Minor,0.0,1.0,0.0,1.0,5.0
AIR TRACTOR INC,AT-301,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
CESSNA,172,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
SONEX AIRCRAFT,WAIEX,1.0,Fatal,1.0,0.0,0.0,0.0,10.0
CESSNA,182Q,1.0,Fatal,1.0,0.0,0.0,0.0,10.0
CESSNA,210B,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
PIPER,PA-32-300,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
CESSNA,172K,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
AIR TRACTOR INC,AT-802A,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
CIRRUS DESIGN CORP,SR22,1.0,Fatal,1.0,0.0,0.0,0.0,10.0
HOFFMAN DAVID J,MURPHY ELITE,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
PIPER,PA-28-140,1.0,Non-Fatal,0.0,0.0,0.0,3.0,0.0
PIPER,PA-18-150,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
AIR TRACTOR,AT502,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
PIPER,PA-28-180,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
ROBINSON HELICOPTER COMPANY,R44 II,1.0,Minor,0.0,1.0,0.0,3.0,5.0
PIPER,PA-28-140,1.0,Minor,0.0,2.0,0.0,0.0,10.0
PIPER,PA32,1.0,Fatal,3.0,0.0,0.0,0.0,30.0
PIPER,PA-12,1.0,Fatal,1.0,0.0,0.0,0.0,10.0
CESSNA,172,1.0,Serious,0.0,0.0,2.0,0.0,4.0
CESSNA,R172K,1.0,Minor,0.0,1.0,0.0,0.0,5.0
PIPER,PA-24-250,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
CESSNA,180,1.0,Minor,0.0,1.0,0.0,0.0,5.0
PIPER,PA-28-140,1.0,Non-Fatal,0.0,0.0,0.0,4.0,0.0
MOONEY AIRCRAFT CORP.,M20K,1.0,Fatal,2.0,0.0,0.0,0.0,20.0
GODDARD DICK SIM,BENSEN B-8M,1.0,Minor,0.0,1.0,0.0,0.0,5.0
CESSNA,T207A,1.0,Fatal,2.0,3.0,2.0,0.0,39.0
THOMAS WAYNE L,THOMAS' FLYER,1.0,Serious,0.0,0.0,1.0,0.0,2.0
AERO COMMANDER,100-180,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
PIPER,PA-32-300,1.0,Non-Fatal,0.0,0.0,0.0,4.0,0.0
CESSNA,L-19E,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
PIPER,PA-28-140,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
AVIAT AIRCRAFT INC,A-1A,1.0,Fatal,2.0,0.0,0.0,0.0,20.0
HUGHES HELICOPTERS INC,369E,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
PIPER,PA-28,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
RANS,S20,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
VANS AIRCRAFT INC,RV-12,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
ROBINSON HELICOPTER CO,R66,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
CESSNA,195,1.0,Serious,0.0,0.0,1.0,0.0,2.0
CESSNA,152,1.0,Fatal,3.0,0.0,0.0,0.0,30.0
CESSNA,340A,2.0,Fatal,3.0,0.0,0.0,0.0,30.0
STUCKER GARY,BANTY,1.0,Serious,0.0,0.0,1.0,0.0,2.0
BEECH,F33A,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
PIPER,PA-28-180,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
CESSNA,177RG,1.0,Non-Fatal,0.0,0.0,0.0,3.0,0.0
AIR TRACTOR INC,AT-602,1.0,Fatal,1.0,0.0,0.0,0.0,10.0
PIPER,PA-28-140,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
CESSNA,182,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
BOEING,737-824,2.0,Serious,0.0,0.0,1.0,169.0,2.0
FALL MARTIN,SUPER CUB,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
MOONEY,M20E,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
BEECH,C23,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
Smyth Sidewinder,TD,1.0,Fatal,1.0,0.0,0.0,0.0,10.0
BOEING,A75N1,1.0,Minor,0.0,2.0,0.0,2.0,10.0
BOEING,A75N1,1.0,Minor,0.0,2.0,0.0,2.0,10.0
CESSNA,150,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
CESSNA,182Q,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
CESSNA,172M,1.0,Fatal,1.0,0.0,0.0,0.0,10.0
JACKSON DENNIS,RV-8,1.0,Fatal,2.0,0.0,0.0,0.0,20.0
AERONCA,7AC,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
BEECH,F33A,1.0,Minor,0.0,2.0,0.0,0.0,10.0
ROBINSON HELICOPTER COMPANY,R44 II,1.0,Serious,0.0,0.0,1.0,0.0,2.0
TAYLORCRAFT,BC12-D1,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
PIPER,PA-30,2.0,Minor,0.0,1.0,0.0,1.0,5.0
BELL,206B,1.0,Fatal,2.0,0.0,0.0,0.0,20.0
CHAMPION,7GCBA,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
CESSNA,180,1.0,Non-Fatal,0.0,0.0,0.0,4.0,0.0
CESSNA,150H,1.0,Minor,0.0,2.0,0.0,0.0,10.0
MXR TECHNOLOGIES,MX2,1.0,Fatal,2.0,0.0,0.0,0.0,20.0
Boeing (Stearman),B75N1,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
PIPER,PA28,1.0,Minor,0.0,2.0,0.0,0.0,10.0
CESSNA,T210L,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
CESSNA,172R,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
AIR TRACTOR INC,AT-602,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
CESSNA,T210N,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
FLIGHT DESIGN GENERAL AVN GMBH,CTSW SuperSport,1.0,Serious,0.0,1.0,1.0,0.0,7.0
CESSNA,152,1.0,Minor,0.0,1.0,0.0,1.0,5.0
RAY E ROBERTS,KITFOX V VIXEN,1.0,Minor,0.0,1.0,0.0,0.0,5.0
ROBINSON HELICOPTER,R44 Clipper 1,1.0,Non-Fatal,0.0,0.0,0.0,3.0,0.0
BOEING,A75N1(PT17),1.0,Serious,0.0,1.0,1.0,0.0,7.0
CESSNA,140,1.0,Serious,0.0,0.0,1.0,0.0,2.0
Javron Experimental,PA18 Replica,1.0,Minor,0.0,1.0,0.0,0.0,5.0
LEON E EVERETT,CARBON CUB EX,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
CESSNA,305C (0-1E),1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
BEECH,B35,1.0,Fatal,1.0,0.0,0.0,0.0,10.0
SEA & SKY INC,KRUCKER CYGNET,1.0,Fatal,2.0,0.0,0.0,0.0,20.0
BELL TEXTRON CANADA LTD,505,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
CESSNA,172I,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
AERONCA,7AC,1.0,Fatal,1.0,0.0,0.0,0.0,10.0
PIPER,PA-22-135,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
STORY CHARLES BRAD,TT FOX,1.0,Serious,0.0,0.0,1.0,0.0,2.0
PIPER,PA-28R-180,1.0,Minor,0.0,1.0,0.0,0.0,5.0
BOEING,717-200,2.0,Serious,0.0,0.0,1.0,101.0,2.0
MD HELICOPTERS INC,369E,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
CESSNA,182K,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
ROBINSON HELICOPTER,R44,1.0,Minor,0.0,3.0,0.0,1.0,15.0
PIPER,PA-18-135,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
SUTPHIN JOHN E,RANS S-12,1.0,Minor,0.0,1.0,0.0,0.0,5.0
BEECH,A36,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
NAVION,NAVION,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
BEECH,C23,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
SIKORSKY,S-61N,2.0,Minor,0.0,2.0,0.0,0.0,10.0
Diamond Aircraft Industries,DA 42,2.0,Fatal,1.0,0.0,1.0,0.0,12.0
CIRRUS DESIGN CORP,SR22,1.0,Fatal,1.0,0.0,2.0,0.0,14.0
CHRISTEN INDUSTRIES INC,A-1,1.0,Minor,0.0,2.0,0.0,0.0,10.0
AERONCA,7AC,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
CESSNA,P210N,1.0,Minor,0.0,2.0,0.0,0.0,10.0
YAKOVLEV,YAK-11,1.0,Fatal,1.0,0.0,0.0,0.0,10.0
WACO CLASSIC AIRCRAFT CORP,2T-1A-2,1.0,Minor,0.0,2.0,0.0,0.0,10.0
PIPER,PA28R,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
BOEING,777-222,2.0,Unavailable,0.0,0.0,0.0,0.0,0.0
HISSERICH NICHOLAS S,JETEXEC,1.0,Fatal,1.0,0.0,0.0,0.0,10.0
PIPER,PA-18-150,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
STINSON,10A,1.0,Non-Fatal,0.0,0.0,0.0,3.0,0.0
PIPER,PA28,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
CESSNA,180,1.0,Serious,0.0,0.0,2.0,0.0,4.0
SCHWEIZER,SGS 2-33A,0.0,Minor,0.0,2.0,0.0,0.0,10.0
CESSNA,172,1.0,Non-Fatal,0.0,0.0,0.0,2.0,0.0
BEECH,C90A,2.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
ALISPORT SRL,SILENT 2 ELECTRO,1.0,Non-Fatal,0.0,0.0,0.0,1.0,0.0
BEECH,58,2.0,Fatal,2.0,0.0,0.0,0.0,20.0
DEHAVILLAND,DHC-3,1.0,Fatal,10.0,0.0,0.0,0.0,100.0
BELL,407,1.0,Serious,0.0,0.0,1.0,0.0,2.0
